"data";"valor"
"04/01/2010";"0,032927"
"05/01/2010";"0,032927"
"06/01/2010";"0,032927"
"07/01/2010";"0,032927"
"08/01/2010";"0,032927"
"11/01/2010";"0,032927"
"12/01/2010";"0,032927"
"13/01/2010";"0,032927"
"14/01/2010";"0,032927"
"15/01/2010";"0,032927"
"18/01/2010";"0,032927"
"19/01/2010";"0,032927"
"20/01/2010";"0,032927"
"21/01/2010";"0,032927"
"22/01/2010";"0,032927"
"25/01/2010";"0,032927"
"26/01/2010";"0,032890"
"27/01/2010";"0,032927"
"28/01/2010";"0,032927"
"29/01/2010";"0,032927"
"01/02/2010";"0,032927"
"02/02/2010";"0,032927"
"03/02/2010";"0,032927"
"04/02/2010";"0,032927"
"05/02/2010";"0,032927"
"08/02/2010";"0,032927"
"09/02/2010";"0,032927"
"10/02/2010";"0,032927"
"11/02/2010";"0,032927"
"12/02/2010";"0,032927"
"17/02/2010";"0,032927"
"18/02/2010";"0,032927"
"19/02/2010";"0,032927"
"22/02/2010";"0,032927"
"23/02/2010";"0,032927"
"24/02/2010";"0,032927"
"25/02/2010";"0,032927"
"26/02/2010";"0,032927"
"01/03/2010";"0,032927"
"02/03/2010";"0,032927"
"03/03/2010";"0,032927"
"04/03/2010";"0,032927"
"05/03/2010";"0,032927"
"08/03/2010";"0,032927"
"09/03/2010";"0,032927"
"10/03/2010";"0,032927"
"11/03/2010";"0,032927"
"12/03/2010";"0,032927"
"15/03/2010";"0,032927"
"16/03/2010";"0,032927"
"17/03/2010";"0,032927"
"18/03/2010";"0,032927"
"19/03/2010";"0,032927"
"22/03/2010";"0,032927"
"23/03/2010";"0,032927"
"24/03/2010";"0,032927"
"25/03/2010";"0,032927"
"26/03/2010";"0,032927"
"29/03/2010";"0,032927"
"30/03/2010";"0,032927"
"31/03/2010";"0,032927"
"01/04/2010";"0,032927"
"05/04/2010";"0,032927"
"06/04/2010";"0,032927"
"07/04/2010";"0,032927"
"08/04/2010";"0,032927"
"09/04/2010";"0,032927"
"12/04/2010";"0,032927"
"13/04/2010";"0,032927"
"14/04/2010";"0,032927"
"15/04/2010";"0,032927"
"16/04/2010";"0,032927"
"19/04/2010";"0,032927"
"20/04/2010";"0,032927"
"22/04/2010";"0,032927"
"23/04/2010";"0,032890"
"26/04/2010";"0,032890"
"27/04/2010";"0,032890"
"28/04/2010";"0,032890"
"29/04/2010";"0,035621"
"30/04/2010";"0,035657"
"03/05/2010";"0,035657"
"04/05/2010";"0,035657"
"05/05/2010";"0,035657"
"06/05/2010";"0,035657"
"07/05/2010";"0,035657"
"10/05/2010";"0,035657"
"11/05/2010";"0,035657"
"12/05/2010";"0,035657"
"13/05/2010";"0,035657"
"14/05/2010";"0,035657"
"17/05/2010";"0,035657"
"18/05/2010";"0,035657"
"19/05/2010";"0,035657"
"20/05/2010";"0,035657"
"21/05/2010";"0,035657"
"24/05/2010";"0,035621"
"25/05/2010";"0,035657"
"26/05/2010";"0,035657"
"27/05/2010";"0,035657"
"28/05/2010";"0,035621"
"31/05/2010";"0,035621"
"01/06/2010";"0,035657"
"02/06/2010";"0,035657"
"04/06/2010";"0,035657"
"07/06/2010";"0,035657"
"08/06/2010";"0,035657"
"09/06/2010";"0,035657"
"10/06/2010";"0,038370"
"11/06/2010";"0,038370"
"14/06/2010";"0,038370"
"15/06/2010";"0,038370"
"16/06/2010";"0,038370"
"17/06/2010";"0,038370"
"18/06/2010";"0,038370"
"21/06/2010";"0,038370"
"22/06/2010";"0,038370"
"23/06/2010";"0,038370"
"24/06/2010";"0,038370"
"25/06/2010";"0,038370"
"28/06/2010";"0,038406"
"29/06/2010";"0,038406"
"30/06/2010";"0,038406"
"01/07/2010";"0,038406"
"02/07/2010";"0,038406"
"05/07/2010";"0,038406"
"06/07/2010";"0,038406"
"07/07/2010";"0,038406"
"08/07/2010";"0,038406"
"09/07/2010";"0,038406"
"12/07/2010";"0,038406"
"13/07/2010";"0,038406"
"14/07/2010";"0,038406"
"15/07/2010";"0,038406"
"16/07/2010";"0,038406"
"19/07/2010";"0,038406"
"20/07/2010";"0,038406"
"21/07/2010";"0,038406"
"22/07/2010";"0,040203"
"23/07/2010";"0,040203"
"26/07/2010";"0,040203"
"27/07/2010";"0,040203"
"28/07/2010";"0,040203"
"29/07/2010";"0,040203"
"30/07/2010";"0,040203"
"02/08/2010";"0,040203"
"03/08/2010";"0,040203"
"04/08/2010";"0,040203"
"05/08/2010";"0,040203"
"06/08/2010";"0,040203"
"09/08/2010";"0,040203"
"10/08/2010";"0,040203"
"11/08/2010";"0,040203"
"12/08/2010";"0,040203"
"13/08/2010";"0,040203"
"16/08/2010";"0,040203"
"17/08/2010";"0,040203"
"18/08/2010";"0,040203"
"19/08/2010";"0,040203"
"20/08/2010";"0,040203"
"23/08/2010";"0,040203"
"24/08/2010";"0,040203"
"25/08/2010";"0,040203"
"26/08/2010";"0,040203"
"27/08/2010";"0,040203"
"30/08/2010";"0,040203"
"31/08/2010";"0,040203"
"01/09/2010";"0,040203"
"02/09/2010";"0,040203"
"03/09/2010";"0,040203"
"06/09/2010";"0,040203"
"08/09/2010";"0,040203"
"09/09/2010";"0,040203"
"10/09/2010";"0,040203"
"13/09/2010";"0,040203"
"14/09/2010";"0,040203"
"15/09/2010";"0,040203"
"16/09/2010";"0,040203"
"17/09/2010";"0,040203"
"20/09/2010";"0,040203"
"21/09/2010";"0,040203"
"22/09/2010";"0,040203"
"23/09/2010";"0,040203"
"24/09/2010";"0,040203"
"27/09/2010";"0,040203"
"28/09/2010";"0,040203"
"29/09/2010";"0,040203"
"30/09/2010";"0,040203"
"01/10/2010";"0,040203"
"04/10/2010";"0,040203"
"05/10/2010";"0,040203"
"06/10/2010";"0,040203"
