"data";"valor"
"03/01/2000";"0,069186"
"04/01/2000";"0,069186"
"05/01/2000";"0,069220"
"06/01/2000";"0,069286"
"07/01/2000";"0,069286"
"10/01/2000";"0,069120"
"11/01/2000";"0,068986"
"12/01/2000";"0,068819"
"13/01/2000";"0,068786"
"14/01/2000";"0,068719"
"17/01/2000";"0,068752"
"18/01/2000";"0,068686"
"19/01/2000";"0,068619"
"20/01/2000";"0,068619"
"21/01/2000";"0,068619"
"24/01/2000";"0,068619"
"25/01/2000";"0,068619"
"26/01/2000";"0,068619"
"27/01/2000";"0,068619"
"28/01/2000";"0,068652"
"31/01/2000";"0,068719"
"01/02/2000";"0,068619"
"02/02/2000";"0,068585"
"03/02/2000";"0,068619"
"04/02/2000";"0,068652"
"07/02/2000";"0,068619"
"08/02/2000";"0,068619"
"09/02/2000";"0,068619"
"10/02/2000";"0,068619"
"11/02/2000";"0,068585"
"14/02/2000";"0,068619"
"15/02/2000";"0,068619"
"16/02/2000";"0,068619"
"17/02/2000";"0,068619"
"18/02/2000";"0,068619"
"21/02/2000";"0,068619"
"22/02/2000";"0,068619"
"23/02/2000";"0,068619"
"24/02/2000";"0,068619"
"25/02/2000";"0,068619"
"28/02/2000";"0,068619"
"29/02/2000";"0,068619"
"01/03/2000";"0,068652"
"02/03/2000";"0,068686"
"03/03/2000";"0,068652"
"08/03/2000";"0,068619"
"09/03/2000";"0,068619"
"10/03/2000";"0,068686"
"13/03/2000";"0,068652"
"14/03/2000";"0,068652"
"15/03/2000";"0,068652"
"16/03/2000";"0,068652"
"17/03/2000";"0,068652"
"20/03/2000";"0,068652"
"21/03/2000";"0,068619"
"22/03/2000";"0,068652"
"23/03/2000";"0,068752"
"24/03/2000";"0,068853"
"27/03/2000";"0,069153"
"28/03/2000";"0,068619"
"29/03/2000";"0,067716"
"30/03/2000";"0,067716"
"31/03/2000";"0,067448"
"03/04/2000";"0,067347"
"04/04/2000";"0,067481"
"05/04/2000";"0,067883"
"06/04/2000";"0,067917"
"07/04/2000";"0,067850"
"10/04/2000";"0,067682"
"11/04/2000";"0,067883"
"12/04/2000";"0,067850"
"13/04/2000";"0,067883"
"14/04/2000";"0,067850"
"17/04/2000";"0,067883"
"18/04/2000";"0,067816"
"19/04/2000";"0,067515"
"20/04/2000";"0,067883"
"24/04/2000";"0,067783"
"25/04/2000";"0,067749"
"26/04/2000";"0,067850"
"27/04/2000";"0,067883"
"28/04/2000";"0,067783"
"02/05/2000";"0,067716"
"03/05/2000";"0,067850"
"04/05/2000";"0,067850"
"05/05/2000";"0,067850"
"08/05/2000";"0,067682"
"09/05/2000";"0,067280"
"10/05/2000";"0,067280"
"11/05/2000";"0,067347"
"12/05/2000";"0,067247"
"15/05/2000";"0,067280"
"16/05/2000";"0,067381"
"17/05/2000";"0,067347"
"18/05/2000";"0,067314"
"19/05/2000";"0,067314"
"22/05/2000";"0,067347"
"23/05/2000";"0,067347"
"24/05/2000";"0,067347"
"25/05/2000";"0,067381"
"26/05/2000";"0,067381"
"29/05/2000";"0,067347"
"30/05/2000";"0,067247"
"31/05/2000";"0,067180"
"01/06/2000";"0,067180"
"02/06/2000";"0,067146"
"05/06/2000";"0,067079"
"06/06/2000";"0,067012"
"07/06/2000";"0,066945"
"08/06/2000";"0,066878"
"09/06/2000";"0,066811"
"12/06/2000";"0,066777"
"13/06/2000";"0,066777"
"14/06/2000";"0,066777"
"15/06/2000";"0,066777"
"16/06/2000";"0,066811"
"19/06/2000";"0,066811"
"20/06/2000";"0,066777"
"21/06/2000";"0,064050"
"23/06/2000";"0,064016"
"26/06/2000";"0,063881"
"27/06/2000";"0,063678"
"28/06/2000";"0,063644"
"29/06/2000";"0,063475"
"30/06/2000";"0,063305"
"03/07/2000";"0,063204"
"04/07/2000";"0,063068"
"05/07/2000";"0,063102"
"06/07/2000";"0,063272"
"07/07/2000";"0,063272"
"10/07/2000";"0,062356"
"11/07/2000";"0,062187"
"12/07/2000";"0,062255"
"13/07/2000";"0,062119"
"14/07/2000";"0,062153"
"17/07/2000";"0,062153"
"18/07/2000";"0,062119"
"19/07/2000";"0,062017"
"20/07/2000";"0,060895"
"21/07/2000";"0,060690"
"24/07/2000";"0,060724"
"25/07/2000";"0,060588"
"26/07/2000";"0,060588"
"27/07/2000";"0,060520"
"28/07/2000";"0,060417"
"31/07/2000";"0,060247"
"01/08/2000";"0,060281"
"02/08/2000";"0,060417"
"03/08/2000";"0,060383"
"04/08/2000";"0,060417"
"07/08/2000";"0,060554"
"08/08/2000";"0,060588"
"09/08/2000";"0,060758"
"10/08/2000";"0,060826"
"11/08/2000";"0,060963"
"14/08/2000";"0,060963"
"15/08/2000";"0,060520"
"16/08/2000";"0,060417"
"17/08/2000";"0,060724"
"18/08/2000";"0,060963"
"21/08/2000";"0,060860"
"22/08/2000";"0,060929"
"23/08/2000";"0,060826"
"24/08/2000";"0,060963"
"25/08/2000";"0,060963"
"28/08/2000";"0,060963"
"29/08/2000";"0,060963"
"30/08/2000";"0,060520"
"31/08/2000";"0,060315"
"01/09/2000";"0,060281"
"04/09/2000";"0,060281"
"05/09/2000";"0,060247"
"06/09/2000";"0,060724"
"08/09/2000";"0,060792"
"11/09/2000";"0,060895"
"12/09/2000";"0,060929"
"13/09/2000";"0,060963"
"14/09/2000";"0,060963"
"15/09/2000";"0,060963"
"18/09/2000";"0,060963"
"19/09/2000";"0,060929"
"20/09/2000";"0,060963"
"21/09/2000";"0,060963"
"22/09/2000";"0,060963"
"25/09/2000";"0,060963"
"26/09/2000";"0,060963"
"27/09/2000";"0,060929"
"28/09/2000";"0,060929"
"29/09/2000";"0,060963"
"02/10/2000";"0,060929"
"03/10/2000";"0,060860"
"04/10/2000";"0,060963"
"05/10/2000";"0,060929"
"06/10/2000";"0,060963"
"09/10/2000";"0,060929"
"10/10/2000";"0,060929"
"11/10/2000";"0,060963"
"13/10/2000";"0,060963"
"16/10/2000";"0,060963"
"17/10/2000";"0,060963"
"18/10/2000";"0,060963"
"19/10/2000";"0,060963"
"20/10/2000";"0,060963"
"23/10/2000";"0,060963"
"24/10/2000";"0,060963"
"25/10/2000";"0,060963"
"26/10/2000";"0,060963"
"27/10/2000";"0,060963"
"30/10/2000";"0,060963"
"31/10/2000";"0,060929"
"01/11/2000";"0,060724"
"03/11/2000";"0,060452"
"06/11/2000";"0,060281"
"07/11/2000";"0,060417"
"08/11/2000";"0,060622"
"09/11/2000";"0,060758"
"10/11/2000";"0,060963"
"13/11/2000";"0,060963"
"14/11/2000";"0,060963"
"16/11/2000";"0,060963"
"17/11/2000";"0,060963"
"20/11/2000";"0,060963"
"21/11/2000";"0,060929"
"22/11/2000";"0,060452"
"23/11/2000";"0,060486"
"24/11/2000";"0,060383"
"27/11/2000";"0,060452"
"28/11/2000";"0,060520"
"29/11/2000";"0,060349"
"30/11/2000";"0,060281"
"01/12/2000";"0,060281"
"04/12/2000";"0,060213"
"05/12/2000";"0,060179"
"06/12/2000";"0,060179"
"07/12/2000";"0,060145"
"08/12/2000";"0,060145"
"11/12/2000";"0,060110"
"12/12/2000";"0,060076"
"13/12/2000";"0,060110"
"14/12/2000";"0,060076"
"15/12/2000";"0,060042"
"18/12/2000";"0,060008"
"19/12/2000";"0,059974"
"20/12/2000";"0,059974"
"21/12/2000";"0,058298"
"22/12/2000";"0,058298"
"26/12/2000";"0,058332"
"27/12/2000";"0,058229"
"28/12/2000";"0,058366"
"29/12/2000";"0,058366"
"02/01/2001";"0,058400"
"03/01/2001";"0,058195"
"04/01/2001";"0,058332"
"05/01/2001";"0,058229"
"08/01/2001";"0,058229"
"09/01/2001";"0,058229"
"10/01/2001";"0,057749"
"11/01/2001";"0,057714"
"12/01/2001";"0,057714"
"15/01/2001";"0,057714"
"16/01/2001";"0,057714"
"17/01/2001";"0,057508"
"18/01/2001";"0,056545"
"19/01/2001";"0,056511"
"22/01/2001";"0,056476"
"23/01/2001";"0,056304"
"24/01/2001";"0,056063"
"25/01/2001";"0,056028"
"26/01/2001";"0,055994"
"29/01/2001";"0,055994"
"30/01/2001";"0,055960"
"31/01/2001";"0,055891"
"01/02/2001";"0,055891"
"02/02/2001";"0,055822"
"05/02/2001";"0,055822"
"06/02/2001";"0,055994"
"07/02/2001";"0,056201"
"08/02/2001";"0,056373"
"09/02/2001";"0,056442"
"12/02/2001";"0,056304"
"13/02/2001";"0,055994"
"14/02/2001";"0,055718"
"15/02/2001";"0,056373"
"16/02/2001";"0,056270"
"19/02/2001";"0,056063"
"20/02/2001";"0,056545"
"21/02/2001";"0,056373"
"22/02/2001";"0,056373"
"23/02/2001";"0,056476"
"28/02/2001";"0,055960"
"01/03/2001";"0,055891"
"02/03/2001";"0,055856"
"05/03/2001";"0,056063"
"06/03/2001";"0,055891"
"07/03/2001";"0,056132"
"08/03/2001";"0,056201"
"09/03/2001";"0,055856"
"12/03/2001";"0,055787"
"13/03/2001";"0,055925"
"14/03/2001";"0,055925"
"15/03/2001";"0,055856"
"16/03/2001";"0,056304"
"19/03/2001";"0,056580"
"20/03/2001";"0,056683"
"21/03/2001";"0,056683"
"22/03/2001";"0,058400"
"23/03/2001";"0,058400"
"26/03/2001";"0,058400"
"27/03/2001";"0,058400"
"28/03/2001";"0,058400"
"29/03/2001";"0,058366"
"30/03/2001";"0,058366"
"02/04/2001";"0,058332"
"03/04/2001";"0,058263"
"04/04/2001";"0,058263"
"05/04/2001";"0,058298"
"06/04/2001";"0,058332"
"09/04/2001";"0,058263"
"10/04/2001";"0,058366"
"11/04/2001";"0,058298"
"12/04/2001";"0,058400"
"16/04/2001";"0,058400"
"17/04/2001";"0,058400"
"18/04/2001";"0,058469"
"19/04/2001";"0,060110"
"20/04/2001";"0,059940"
"23/04/2001";"0,059940"
"24/04/2001";"0,059974"
"25/04/2001";"0,059940"
"26/04/2001";"0,059974"
"27/04/2001";"0,059906"
"30/04/2001";"0,059871"
"02/05/2001";"0,059769"
"03/05/2001";"0,059803"
"04/05/2001";"0,059906"
"07/05/2001";"0,059871"
"08/05/2001";"0,059940"
"09/05/2001";"0,059871"
"10/05/2001";"0,059940"
"11/05/2001";"0,059871"
"14/05/2001";"0,059940"
"15/05/2001";"0,059940"
"16/05/2001";"0,059940"
"17/05/2001";"0,059906"
"18/05/2001";"0,059940"
"21/05/2001";"0,059940"
"22/05/2001";"0,059940"
"23/05/2001";"0,060042"
"24/05/2001";"0,061541"
"25/05/2001";"0,061643"
"28/05/2001";"0,061643"
"29/05/2001";"0,061643"
"30/05/2001";"0,061643"
"31/05/2001";"0,061643"
"01/06/2001";"0,061677"
"04/06/2001";"0,061643"
"05/06/2001";"0,061575"
"06/06/2001";"0,061473"
"07/06/2001";"0,061405"
"08/06/2001";"0,061269"
"11/06/2001";"0,061133"
"12/06/2001";"0,061065"
"13/06/2001";"0,061201"
"15/06/2001";"0,061133"
"18/06/2001";"0,061609"
"19/06/2001";"0,061643"
"20/06/2001";"0,061881"
"21/06/2001";"0,066677"
"22/06/2001";"0,066609"
"25/06/2001";"0,066710"
"26/06/2001";"0,066710"
"27/06/2001";"0,066744"
"28/06/2001";"0,066744"
"29/06/2001";"0,066777"
"02/07/2001";"0,066777"
"03/07/2001";"0,066744"
"04/07/2001";"0,066777"
"05/07/2001";"0,066744"
"06/07/2001";"0,066777"
"09/07/2001";"0,066710"
"10/07/2001";"0,066777"
"11/07/2001";"0,066811"
"12/07/2001";"0,066777"
"13/07/2001";"0,066777"
"16/07/2001";"0,066811"
"17/07/2001";"0,066710"
"18/07/2001";"0,066945"
"19/07/2001";"0,069053"
"20/07/2001";"0,069053"
"23/07/2001";"0,068886"
"24/07/2001";"0,068719"
"25/07/2001";"0,068819"
"26/07/2001";"0,068686"
"27/07/2001";"0,068652"
"30/07/2001";"0,068719"
"31/07/2001";"0,068652"
"01/08/2001";"0,068652"
"02/08/2001";"0,068652"
"03/08/2001";"0,068686"
"06/08/2001";"0,068786"
"07/08/2001";"0,069120"
"08/08/2001";"0,069053"
"09/08/2001";"0,069053"
"10/08/2001";"0,069053"
"13/08/2001";"0,069020"
"14/08/2001";"0,069020"
"15/08/2001";"0,068953"
"16/08/2001";"0,069153"
"17/08/2001";"0,069186"
"20/08/2001";"0,069220"
"21/08/2001";"0,069253"
"22/08/2001";"0,069153"
"23/08/2001";"0,069153"
"24/08/2001";"0,069153"
"27/08/2001";"0,069153"
"28/08/2001";"0,069086"
"29/08/2001";"0,069020"
"30/08/2001";"0,069086"
"31/08/2001";"0,069220"
"03/09/2001";"0,069220"
