"data";"valor"
"03/01/2005";"0,064826"
"04/01/2005";"0,064826"
"05/01/2005";"0,064826"
"06/01/2005";"0,064826"
"07/01/2005";"0,064826"
"10/01/2005";"0,064826"
"11/01/2005";"0,064826"
"12/01/2005";"0,064826"
"13/01/2005";"0,064826"
"14/01/2005";"0,064826"
"17/01/2005";"0,064826"
"18/01/2005";"0,064826"
"19/01/2005";"0,064860"
"20/01/2005";"0,066509"
"21/01/2005";"0,066509"
"24/01/2005";"0,066509"
"25/01/2005";"0,066509"
"26/01/2005";"0,066509"
"27/01/2005";"0,066509"
"28/01/2005";"0,066509"
"31/01/2005";"0,066509"
"01/02/2005";"0,066509"
"02/02/2005";"0,066542"
"03/02/2005";"0,066542"
"04/02/2005";"0,066542"
"09/02/2005";"0,066542"
"10/02/2005";"0,066542"
"11/02/2005";"0,066576"
"14/02/2005";"0,066576"
"15/02/2005";"0,066576"
"16/02/2005";"0,066576"
"17/02/2005";"0,068218"
"18/02/2005";"0,068218"
"21/02/2005";"0,068218"
"22/02/2005";"0,068218"
"23/02/2005";"0,068218"
"24/02/2005";"0,068218"
"25/02/2005";"0,068218"
"28/02/2005";"0,068184"
"01/03/2005";"0,068184"
"02/03/2005";"0,068184"
"03/03/2005";"0,068184"
"04/03/2005";"0,068184"
"07/03/2005";"0,068218"
"08/03/2005";"0,068218"
"09/03/2005";"0,068218"
"10/03/2005";"0,068218"
"11/03/2005";"0,068218"
"14/03/2005";"0,068218"
"15/03/2005";"0,068218"
"16/03/2005";"0,068218"
"17/03/2005";"0,069853"
"18/03/2005";"0,069853"
"21/03/2005";"0,069853"
"22/03/2005";"0,069853"
"23/03/2005";"0,069853"
"24/03/2005";"0,069853"
"28/03/2005";"0,069886"
"29/03/2005";"0,069886"
"30/03/2005";"0,069886"
"31/03/2005";"0,069886"
"01/04/2005";"0,069853"
"04/04/2005";"0,069853"
"05/04/2005";"0,069853"
"06/04/2005";"0,069853"
"07/04/2005";"0,069853"
"08/04/2005";"0,069853"
"11/04/2005";"0,069853"
"12/04/2005";"0,069853"
"13/04/2005";"0,069853"
"14/04/2005";"0,069853"
"15/04/2005";"0,069853"
"18/04/2005";"0,069853"
"19/04/2005";"0,069853"
"20/04/2005";"0,069853"
"22/04/2005";"0,070685"
"25/04/2005";"0,070685"
"26/04/2005";"0,070685"
"27/04/2005";"0,070718"
"28/04/2005";"0,070718"
