"data";"dataFim";"valor"
"04/05/2012";"04/06/2012";"0,5146"
"05/05/2012";"05/06/2012";"0,5140"
"06/05/2012";"06/06/2012";"0,5357"
"07/05/2012";"07/06/2012";"0,5558"
"08/05/2012";"08/06/2012";"0,5381"
"09/05/2012";"09/06/2012";"0,5492"
"10/05/2012";"10/06/2012";"0,5000"
"11/05/2012";"11/06/2012";"0,5083"
"12/05/2012";"12/06/2012";"0,5000"
"13/05/2012";"13/06/2012";"0,5221"
"14/05/2012";"14/06/2012";"0,5240"
"15/05/2012";"15/06/2012";"0,5222"
"16/05/2012";"16/06/2012";"0,5266"
"17/05/2012";"17/06/2012";"0,5120"
"18/05/2012";"18/06/2012";"0,5000"
"19/05/2012";"19/06/2012";"0,5000"
"20/05/2012";"20/06/2012";"0,5173"
"21/05/2012";"21/06/2012";"0,5464"
"22/05/2012";"22/06/2012";"0,5053"
"23/05/2012";"23/06/2012";"0,5318"
"24/05/2012";"24/06/2012";"0,5000"
"25/05/2012";"25/06/2012";"0,5000"
"26/05/2012";"26/06/2012";"0,5000"
"27/05/2012";"27/06/2012";"0,5059"
"28/05/2012";"28/06/2012";"0,5230"
"01/06/2012";"01/07/2012";"0,4828"
"02/06/2012";"02/07/2012";"0,4828"
"03/06/2012";"03/07/2012";"0,4828"
"04/06/2012";"04/07/2012";"0,4928"
"05/06/2012";"05/07/2012";"0,4828"
"06/06/2012";"06/07/2012";"0,4828"
"07/06/2012";"07/07/2012";"0,4828"
"08/06/2012";"08/07/2012";"0,4828"
"09/06/2012";"09/07/2012";"0,4828"
"10/06/2012";"10/07/2012";"0,4904"
"11/06/2012";"11/07/2012";"0,5275"
"12/06/2012";"12/07/2012";"0,4956"
"13/06/2012";"13/07/2012";"0,5023"
"14/06/2012";"14/07/2012";"0,4895"
"15/06/2012";"15/07/2012";"0,4828"
"16/06/2012";"16/07/2012";"0,4828"
"17/06/2012";"17/07/2012";"0,4828"
"18/06/2012";"18/07/2012";"0,5061"
"19/06/2012";"19/07/2012";"0,4951"
"20/06/2012";"20/07/2012";"0,4953"
"21/06/2012";"21/07/2012";"0,4828"
"22/06/2012";"22/07/2012";"0,4828"
"23/06/2012";"23/07/2012";"0,4828"
"24/06/2012";"24/07/2012";"0,4828"
"25/06/2012";"25/07/2012";"0,5054"
"26/06/2012";"26/07/2012";"0,4989"
"27/06/2012";"27/07/2012";"0,4828"
"28/06/2012";"28/07/2012";"0,4828"
"01/07/2012";"01/08/2012";"0,4973"
"02/07/2012";"02/08/2012";"0,5316"
"03/07/2012";"03/08/2012";"0,4877"
"04/07/2012";"04/08/2012";"0,5390"
"05/07/2012";"05/08/2012";"0,4828"
"06/07/2012";"06/08/2012";"0,4828"
"07/07/2012";"07/08/2012";"0,4828"
"08/07/2012";"08/08/2012";"0,4862"
"09/07/2012";"09/08/2012";"0,5000"
