"TIPO (ATO LEGAL ORIGINAL DO TT)";"EMISSOR (ATO LEGAL ORIGINAL DO TT)";"NRO (ATO LEGAL ORIGINAL DO TT)";"ANO (ATO LEGAL ORIGINAL DO TT)";"PAÍSES APLICAR";"GRUPO PAÍSES APLICAR";"PAÍSES EXCETUAR";"GRUPO PAÍSES EXCETUAR";"UF APLICAR";"MUNICÍPIO APLICAR";"NOMENCLATURA";"CÓDIGOS APLICAR";"CÓDIGOS EXCETUAR";"INÍCIO VIGÊNCIA TRIBUTAÇÃO";"FINAL VIGÊNCIA TRIBUTAÇÃO";"ALÍQUOTA AD VALOREM";"OBSERVAÇÕES PARA O PÚBLICO EXTERNO"
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"08134010";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"08134090";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"08135000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"08140000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09011110";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09011190";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09011200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09012100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09012200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09019000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09021000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09022000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15159022";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15159090";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15161000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15162000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15163000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15171000";"";"01/09/2022";"31/12/9999";"10,8";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15179010";"";"01/09/2022";"31/12/9999";"10,8";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15179090";"";"01/09/2022";"31/12/9999";"10,8";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15180010";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15180090";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15200010";"";"01/09/2022";"31/12/9999";"7,2";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15200020";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03044200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03044300";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03044400";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03044500";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03044600";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03044700";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03044800";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03044910";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03044920";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03044990";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03045100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03045200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"05119190";"";"01/09/2022";"31/12/9999";"7,2";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"05119991";"";"01/09/2022";"31/12/9999";"7,2";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"05119999";"";"01/09/2022";"31/12/9999";"7,2";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"06021000";"";"01/09/2022";"31/12/9999";"0";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"06022000";"";"01/09/2022";"31/12/9999";"0";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"06023000";"";"01/09/2022";"31/12/9999";"0";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"06024000";"";"01/09/2022";"31/12/9999";"0";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"06029010";"";"01/09/2022";"31/12/9999";"0";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"06029090";"";"01/09/2022";"31/12/9999";"0";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"06031100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"06031200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"06031300";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09023000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09024000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09030010";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09030090";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09041100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09041200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09042100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09042200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09051000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09052000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09061100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15211000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15219011";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15219019";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15219090";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15220000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"18010000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"18020000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"18031000";"";"01/09/2022";"31/12/9999";"10,8";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"18032000";"";"01/09/2022";"31/12/9999";"10,8";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"18040000";"";"01/09/2022";"31/12/9999";"10,8";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"18050000";"";"01/09/2022";"31/12/9999";"12,6";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03045300";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03045400";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03045500";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03045600";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03045700";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03045900";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03046100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03046210";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03046290";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03046300";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03046900";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"06031400";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"06031500";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"06031900";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"06039000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"06042000";"";"01/09/2022";"31/12/9999";"7,2";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"06049000";"";"01/09/2022";"31/12/9999";"7,2";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07019000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07020000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07031019";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07031029";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07032090";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07039090";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09061900";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09062000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09071000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09072000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09081100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09081200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09082100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09082200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09083100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09083200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09092100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09092200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"13021960";"";"01/09/2022";"31/12/9999";"12,6";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"13021991";"";"01/09/2022";"31/12/9999";"0";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"13021999";"";"01/09/2022";"31/12/9999";"7,2";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"13022010";"";"01/09/2022";"31/12/9999";"7,2";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"13022090";"";"01/09/2022";"31/12/9999";"7,2";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"13023100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"13023211";"";"01/09/2022";"31/12/9999";"7,2";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"13023219";"";"01/09/2022";"31/12/9999";"7,2";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"13023220";"";"01/09/2022";"31/12/9999";"0";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"13023910";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"13023990";"";"01/09/2022";"31/12/9999";"7,2";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03047100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03047200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03047300";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03047400";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03047500";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03047900";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03048100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03048200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03048300";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03048400";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03048510";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03048520";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07041000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07042000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07049000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07051100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07051900";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07052100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07052900";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07061000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07069000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07070000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07081000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07082000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09093100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09093200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09096110";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09096120";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09096190";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09096210";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09096220";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09096290";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09101100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09101200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09102000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09103000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"14011000";"";"01/09/2022";"31/12/9999";"5,4";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"14012000";"";"01/09/2022";"31/12/9999";"5,4";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"14019000";"";"01/09/2022";"31/12/9999";"5,4";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"14042010";"";"01/09/2022";"31/12/9999";"5,4";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"14042090";"";"01/09/2022";"31/12/9999";"5,4";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"14049010";"";"01/09/2022";"31/12/9999";"5,4";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"14049090";"";"01/09/2022";"31/12/9999";"5,4";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15011000";"";"01/09/2022";"31/12/9999";"7,2";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15012000";"";"01/09/2022";"31/12/9999";"7,2";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15019000";"";"01/09/2022";"31/12/9999";"7,2";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15021011";"";"01/09/2022";"31/12/9999";"5,4";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"15021012";"";"01/09/2022";"31/12/9999";"5,4";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03048600";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03048700";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03048810";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03048890";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03048910";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03048920";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03048930";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03048990";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03049100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03049211";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03049212";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"03049219";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07089000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07092000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07093000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07094000";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07095100";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07095200";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07095300";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07095400";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07095500";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07095600";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"07095900";"";"01/09/2022";"31/12/9999";"9";""
"RES";"CAMEX";"272";"2021";"Todos";"";"";"";"Todas";"Todos";"NCM";"09109100";"";"01/09/2022";"31/12/9999";"9";""
